District_Name,Season,Crop,N kg/ha,P  kg/ha,K  kg/ha,ph,Humidity_Min,Humidity_Max,Humidity_around,Rainfall,Temp_around,Area,Production
ADILABAD,Whole Year ,Sweet potato,14.91516275,14.94328546,14.57660626,6.159693232,6,99.9,52.95,493.4,35.84351928,8,67
ADILABAD,Whole Year ,Sweet potato,15.47144996,14.63783753,15.28334889,5.958600277,9.8,63.1,36.45,614.6,28.03835525,14,126
ADILABAD,Rabi       ,Sweet potato,15.29674782,14.86537046,15.31469009,6.506094977,17.5,47.1,32.3,1530.2,29.44142684,15,116
KARIMNAGAR,Whole Year ,Sweet potato,15.34596482,15.46887878,15.49456146,6.02676668,55.6,98.6,77.1,1198.6,30.59009087,76,1027
KARIMNAGAR,Whole Year ,Sweet potato,15.31890903,14.73490367,15.44030545,6.059341837,35.1,80.1,57.6,573.8,28.12743065,25,332
KARIMNAGAR,Whole Year ,Sweet potato,15.35372663,14.72405611,15.26105392,6.388193924,24.3,74.2,49.25,1156.6,30.54391499,24,259
KARIMNAGAR,Whole Year ,Sweet potato,14.7324429,14.73399435,15.10275966,5.742436917,40.2,69.9,55.05,1115.6,30.62894791,6,42
KARIMNAGAR,Whole Year ,Sweet potato,14.828617,15.30270563,15.07898705,6.056862072,64.4,99.9,82.15,835.6,29.30317096,6,51
KARIMNAGAR,Whole Year ,Sweet potato,15.15106197,14.51134221,14.70013933,6.589016879,69.6,73.4,71.5,665.8,29.99691604,22,198
KHAMMAM,Whole Year ,Sweet potato,14.92774594,15.07001413,15.01712613,5.649302744,51.5,99.3,75.4,785.2,31.80312743,9,122
KHAMMAM,Whole Year ,Sweet potato,14.95239753,15.10713852,14.66368086,6.265813923,46.5,97.2,71.85,432,27.29058862,6,80
KHAMMAM,Whole Year ,Sweet potato,15.36839298,14.97176103,14.94072511,6.101935624,34.1,97.2,65.65,494.6,26.79880466,3,32
KHAMMAM,Whole Year ,Sweet potato,14.99393637,14.96254807,15.17078508,6.532824552,38.5,96.3,67.4,526.8,34.74100149,23,166
KHAMMAM,Whole Year ,Sweet potato,15.17238938,15.33263691,14.85056804,6.050731659,57.2,81.1,69.15,493.4,32.62857522,24,169
KHAMMAM,Whole Year ,Sweet potato,15.43558806,15.26732953,14.71819848,6.396505677,90.8,97.6,94.2,508.6,35.93962013,15,126
KHAMMAM,Whole Year ,Sweet potato,15.4684143,15.31632185,14.73810031,6.094164024,97.1,98.1,97.6,381.4,32.68759219,23,206
KHAMMAM,Whole Year ,Sweet potato,14.88449291,14.59536057,15.28262387,6.508013024,42.5,86.5,64.5,601.2,26.78133407,31,31
KHAMMAM,Whole Year ,Sweet potato,14.91352439,15.32968888,14.97346724,6.483785679,67.6,100,83.8,528.6,30.2523521,7,14
KHAMMAM,Whole Year ,Sweet potato,15.26633905,15.01712215,14.56868153,6.365448173,12.2,100,56.1,1148.4,31.37522401,12,154
KHAMMAM,Rabi       ,Sweet potato,15.04033926,14.86421281,15.07254868,5.732028573,83.8,100,91.9,1160,27.33030966,16,124
MAHBUBNAGAR,Whole Year ,Sweet potato,15.35999667,14.8162596,15.01464158,5.970142408,44.6,80.2,62.4,398,32.46226549,12,162
MAHBUBNAGAR,Whole Year ,Sweet potato,14.84402816,14.77039477,15.11624023,5.969303534,70.6,83.8,77.2,908.2,27.15679071,16,113
MAHBUBNAGAR,Whole Year ,Sweet potato,15.14070158,15.25212823,14.68496945,6.240312647,26.9,76,51.45,842.2,26.31987449,10,84
RANGAREDDI,Whole Year ,Sweet potato,14.89655563,15.02939245,15.47925998,6.060119945,8,76.2,42.1,430.6,28.63807214,54,730
RANGAREDDI,Whole Year ,Sweet potato,14.70900452,15.49894242,14.90664254,6.347930158,70.1,90.2,80.15,915.8,34.36503932,82,1088
RANGAREDDI,Whole Year ,Sweet potato,14.64978514,14.64300113,15.30688293,6.247021276,67.1,87.7,77.4,718.4,33.44933456,26,281
RANGAREDDI,Whole Year ,Sweet potato,15.35187315,15.02664985,14.85822254,6.191162393,24.2,94.5,59.35,808.2,29.43286063,59,427
RANGAREDDI,Whole Year ,Sweet potato,15.2581666,15.0849216,15.32493914,6.572327312,39.4,99.9,69.65,462.1,28.99313672,35,246
RANGAREDDI,Whole Year ,Sweet potato,14.88459579,15.00257677,15.07838447,5.718200214,13.2,82.5,47.85,1365.2,31.69257399,39,328
RANGAREDDI,Whole Year ,Sweet potato,14.9394297,14.75499789,15.12853385,5.900607337,25.7,62.6,44.15,566,31.35806135,28,252
RANGAREDDI,Whole Year ,Sweet potato,14.89882279,14.80615945,14.52268545,6.453921547,84.9,99.9,92.4,780.2,32.15563006,12,12
RANGAREDDI,Whole Year ,Sweet potato,14.72249653,14.58238257,14.77155877,6.237922731,92.2,99.9,96.05,414.2,33.76253418,8,16
RANGAREDDI,Whole Year ,Sweet potato,15.22515638,14.86500681,15.17717017,6.388275188,58.4,99.9,79.15,278.6,30.62396326,23,295
RANGAREDDI,Whole Year ,Sweet potato,14.74009294,14.91525599,15.15478658,6.334723017,42.6,77.1,59.85,443.6,33.53217802,7,90
RANGAREDDI,Whole Year ,Sweet potato,14.88759875,14.99078874,14.71250928,5.747712288,27.4,82.8,55.1,484.2,29.93395986,19,166
RANGAREDDI,Rabi       ,Sweet potato,14.89724934,14.67006511,14.62990174,6.050099209,37.9,84.1,61,557.4,28.13476181,23,178
WARANGAL,Whole Year ,Sweet potato,15.20635997,14.86925157,15.0951545,5.696753182,21.1,77.5,49.3,1628.6,34.22238832,72,520
WARANGAL,Whole Year ,Sweet potato,15.40120924,15.49967935,15.39479906,6.09342882,31.3,36.1,33.7,498.8,34.97265177,46,324
WARANGAL,Whole Year ,Sweet potato,15.41841304,14.62625124,14.70326014,5.948364738,37.3,64.3,50.8,857.2,31.69724492,55,463
WARANGAL,Whole Year ,Sweet potato,14.74270958,15.05090001,15.34711035,5.52944838,46.7,77.2,61.95,834.4,28.08047261,62,557
WARANGAL,Whole Year ,Sweet potato,15.05119939,15.24695717,14.67946697,6.2498805,35.1,89.5,62.3,532.6,34.25991637,43,43
WARANGAL,Whole Year ,Sweet potato,15.24852821,14.63389627,14.95590542,5.804137319,24.4,74.2,49.3,1318.6,32.40939171,106,214
WARANGAL,Whole Year ,Sweet potato,15.26267013,14.56000561,15.32033169,5.809010286,34.1,75.6,54.85,808.2,31.72777279,59,593
WARANGAL,Whole Year ,Sweet potato,14.55499765,15.24980694,15.25567306,5.984295414,23.1,75.3,49.2,528,27.15063584,60,686
WARANGAL,Whole Year ,Sweet potato,15.1383176,14.51822767,15.27499657,6.46775805,15.8,88.6,52.2,816,33.2121279,90,576
WARANGAL,Rabi       ,Sweet potato,15.12733424,14.57684547,14.81684381,6.477579901,22.1,73.9,48,312.2,28.76453221,42,326
ADILABAD,Whole Year ,Tobacco,59.23795333,46.21130848,49.91607315,6.366119118,25.7,55.5,40.6,427.2,21.23340077,200,400
ADILABAD,Whole Year ,Tobacco,58.111773,49.95013523,49.4671585,6.552571911,24.2,45,34.6,522.8,22.06497971,134,72
ADILABAD,Whole Year ,Tobacco,59.44351475,48.62246448,49.57035997,6.315287836,37.3,68.9,53.1,719,22.9141684,69,169
ADILABAD,Whole Year ,Tobacco,59.05240194,48.62155586,50.38741694,6.353437214,74.9,91.2,83.05,391.4,24.02909977,35,120
ADILABAD,Whole Year ,Tobacco,58.66548595,49.28922589,50.0862546,6.433995707,31.2,84.2,57.7,494.6,27.89922275,39,84
ADILABAD,Whole Year ,Tobacco,59.83054135,46.41373567,50.95495803,6.631541062,28.1,67.9,48,526.8,23.54601822,2,3
ADILABAD,Whole Year ,Tobacco,58.70972704,48.67780022,49.23039747,6.436663421,17.3,76.1,46.7,359.6,27.3561845,72,135
ADILABAD,Whole Year ,Tobacco,59.00221404,47.00126428,49.55132349,6.400984909,23.6,74.2,48.9,614.6,21.88700113,235,732
ADILABAD,Whole Year ,Tobacco,59.76174143,48.21110792,50.00078819,6.682048728,78.2,98.3,88.25,723.2,23.05951188,12,28
ADILABAD,Whole Year ,Tobacco,58.43810905,48.84747871,49.67379382,6.386706248,51.5,96.1,73.8,304.4,23.76066079,2,7
ADILABAD,Whole Year ,Tobacco,58.35591542,47.52034956,50.13859445,6.527368312,22.5,66.5,44.5,773.2,23.9468863,11,44
ADILABAD,Rabi       ,Tobacco,58.29768153,49.30643863,50.60270126,6.385993403,14.2,46.5,30.35,1069.8,22.61125883,21,50
KARIMNAGAR,Kharif     ,Tobacco,59.0050175,49.65666561,50.73089811,6.641031769,10.3,54.9,32.6,608.8,20.60668938,3000,3600
KARIMNAGAR,Whole Year ,Tobacco,58.50078413,46.31885507,50.77544593,6.57128349,50.7,96.7,73.7,1128.8,23.08464515,3100,4900
KARIMNAGAR,Whole Year ,Tobacco,59.42148055,48.0717772,50.1396175,6.589163645,86.2,97.1,91.65,584.4,25.36330729,978,1460
KARIMNAGAR,Whole Year ,Tobacco,58.4212981,46.0725808,50.30216424,6.386690253,58.6,89.6,74.1,1117.4,23.25717413,1568,1813
KARIMNAGAR,Whole Year ,Tobacco,59.9935505,48.0198431,49.45448052,6.610193067,36.8,84.3,60.55,413.4,27.48286696,985,2375
KARIMNAGAR,Whole Year ,Tobacco,58.86353165,48.89153584,50.03004401,6.368134966,25.3,69.1,47.2,800,24.53295553,321,1081
KARIMNAGAR,Whole Year ,Tobacco,59.69812487,48.94326588,50.76450447,6.537161073,10.1,45,27.55,868.4,24.55096562,278,503
KARIMNAGAR,Whole Year ,Tobacco,59.0613823,49.01691992,50.67484828,6.648330281,24,62.6,43.3,1364,23.68547633,970,1426
KARIMNAGAR,Whole Year ,Tobacco,58.19863909,47.85257288,50.36209925,6.372948718,67.5,99.9,83.7,844.8,26.81307756,601,1184
KARIMNAGAR,Whole Year ,Tobacco,59.2584899,47.7990047,50.58740212,6.434930325,70.6,95.9,83.25,597.2,20.70677991,573,903
KARIMNAGAR,Whole Year ,Tobacco,58.02551784,47.73937157,50.32190377,6.684871775,78.7,97.6,88.15,846.6,22.35149719,324,690
KARIMNAGAR,Whole Year ,Tobacco,59.30014231,47.67846819,50.13897031,6.387884409,63.8,99.9,81.85,1155.4,20.25750185,673,1275
KARIMNAGAR,Whole Year ,Tobacco,58.73363352,48.43684077,50.04740398,6.588728203,14.3,57.3,35.8,1288.5,27.57659536,362,543
KARIMNAGAR,Whole Year ,Tobacco,58.89846669,49.0842363,49.02144556,6.549852366,18.1,66.5,42.3,926.2,23.48216763,163,261
KARIMNAGAR,Rabi       ,Tobacco,59.32102574,46.82366613,50.2208146,6.355288503,36.1,84,60.05,1283.2,23.6113276,8,35
KARIMNAGAR,Rabi       ,Tobacco,58.61046352,47.69459982,49.79740372,6.644434939,18,51.3,34.65,495.6,22.72915439,8,31
KHAMMAM,Kharif     ,Tobacco,58.79242276,49.90024496,50.95516355,6.439272322,27.2,58.2,42.7,508.2,23.0295533,10100,11500
KHAMMAM,Whole Year ,Tobacco,59.91581414,46.17749906,50.07504734,6.623960523,96,98.3,97.15,561.6,25.93686816,10700,23000
KHAMMAM,Whole Year ,Tobacco,58.38842177,48.3024903,50.07347105,6.52482909,66.6,94.4,80.5,802.4,25.8524181,5598,8358
KHAMMAM,Whole Year ,Tobacco,58.75510185,47.75054209,50.43727965,6.436765699,58.1,97.2,77.65,925.2,23.09751134,2741,5316
KHAMMAM,Whole Year ,Tobacco,58.77781217,46.99233695,49.74615839,6.63256486,46.7,98.6,72.65,391.4,25.50281581,4781,14615
KHAMMAM,Whole Year ,Tobacco,59.15908542,47.92610532,49.96316728,6.463456229,36.8,91.3,64.05,429.2,27.91689608,3945,10966
KHAMMAM,Whole Year ,Tobacco,58.04209507,49.21831899,50.85981107,6.513796837,40.2,79.8,60,651.6,27.96214872,4413,10632
KHAMMAM,Whole Year ,Tobacco,58.23717743,47.55981633,49.81433724,6.369664971,55.4,76.6,66,359.6,22.04886133,4546,7142
KHAMMAM,Whole Year ,Tobacco,59.56232354,49.5081475,49.09061804,6.688006582,85.1,97.7,91.4,472.6,24.99601997,4899,11445
KHAMMAM,Whole Year ,Tobacco,58.25117932,46.67306282,49.77468154,6.484575627,90.4,97.8,94.1,456.8,22.39652788,5099,12211
KHAMMAM,Whole Year ,Tobacco,58.45513292,48.74824772,49.29872127,6.471710928,49.1,85.3,67.2,434.6,23.77561829,5000,15000
KHAMMAM,Whole Year ,Tobacco,58.24225114,46.41603811,49.09618166,6.632681177,28.3,100,64.15,607.2,27.70501941,5449,15461
KHAMMAM,Whole Year ,Tobacco,58.54026956,48.95781871,50.06097145,6.409845984,55.7,100,77.85,296.2,25.34010654,5327,13463
KHAMMAM,Whole Year ,Tobacco,59.99261452,48.33034961,49.05516072,6.473101625,42.4,100,71.2,632.2,23.71926737,4488,11338
KHAMMAM,Whole Year ,Tobacco,58.05860245,49.699567,50.23959825,6.656843316,19.6,83.3,51.45,1246.4,20.91105339,4875,14322
KHAMMAM,Rabi       ,Tobacco,58.20429991,49.62181375,50.74873947,6.494734786,24.3,75.2,49.75,689.2,21.51088643,2572,7022
KHAMMAM,Rabi       ,Tobacco,59.03212398,49.24308755,50.36713808,6.661616088,58.1,100,79.05,1116.8,25.22651405,2256,6035
MAHBUBNAGAR,Kharif     ,Tobacco,58.36128418,48.6413674,49.49409152,6.584685583,72.5,99.9,86.2,886.2,23.33719965,7400,8100
MAHBUBNAGAR,Whole Year ,Tobacco,58.61525155,49.15487548,50.28520014,6.441754585,51.8,99.9,75.85,1145,24.35096642,7500,4300
MAHBUBNAGAR,Whole Year ,Tobacco,59.16702123,49.11509316,49.85300757,6.451664044,60,87.9,73.95,750,22.16381152,3870,5449
MAHBUBNAGAR,Whole Year ,Tobacco,59.21212373,48.34619809,49.13732807,6.414681557,25.8,89.3,57.55,814.2,25.0123791,3431,2494
MAHBUBNAGAR,Whole Year ,Tobacco,58.66981224,46.26562708,49.09800019,6.680404059,24.7,69,46.85,748.2,26.26186188,1649,2459
MAHBUBNAGAR,Whole Year ,Tobacco,58.21425433,47.16191573,49.55361561,6.693089489,58.1,74.6,66.35,1525.6,25.25378574,3677,5593
MAHBUBNAGAR,Whole Year ,Tobacco,59.89344263,47.48472203,49.43043696,6.581401177,67.3,94.7,81,498.8,24.13331087,813,673
MAHBUBNAGAR,Whole Year ,Tobacco,58.96785733,49.78154639,49.88437362,6.39620133,25.1,76.2,50.65,901.6,27.98110818,2120,1973
MAHBUBNAGAR,Whole Year ,Tobacco,58.39798853,49.98903495,49.62323263,6.549349505,32.8,90.3,61.55,779.8,23.8961911,1602,4732
MAHBUBNAGAR,Whole Year ,Tobacco,58.94749696,46.74830985,50.37088818,6.421386372,17.1,62.5,39.8,957.2,23.93464084,2000,2000
MAHBUBNAGAR,Whole Year ,Tobacco,59.16214237,47.67105533,49.03869678,6.646378126,22.2,56.5,39.35,1040.6,25.4676887,2723,8706
MAHBUBNAGAR,Whole Year ,Tobacco,59.08100425,48.90185138,50.81577438,6.611417519,27,78.4,52.7,636.6,22.24530878,5389,10245
MAHBUBNAGAR,Whole Year ,Tobacco,59.70816464,49.18410907,49.15623475,6.496817973,44.5,99,71.75,431.6,23.84972213,2597,6229
MAHBUBNAGAR,Whole Year ,Tobacco,58.71081827,46.88496666,49.39562233,6.55871615,47,81.3,64.15,669.4,26.99968139,1828,2734
MAHBUBNAGAR,Rabi       ,Tobacco,58.40751199,47.53590606,50.88433239,6.499052606,40.6,86.2,63.4,312.2,26.12555483,879,1101
MAHBUBNAGAR,Rabi       ,Tobacco,59.42939707,48.2424571,49.90486469,6.303402991,14.2,67.8,41,751.4,24.11425226,1154,2258
MEDAK,Kharif     ,Tobacco,59.35717358,48.04508961,50.87568445,6.461462327,30.1,63.4,46.75,773.6,20.8278255,100,100
MEDAK,Whole Year ,Tobacco,59.15537338,48.89443903,49.40640174,6.301695868,16,58.9,37.45,322.2,27.14747766,200,300
MEDAK,Whole Year ,Tobacco,58.00004483,47.3932809,49.61555547,6.631078879,10.1,49.8,29.95,796.4,22.95144129,11,16
MEDAK,Whole Year ,Tobacco,58.04491137,46.14996389,49.00394317,6.64311101,71.6,93,82.3,472.6,26.11007586,15,34
MEDAK,Whole Year ,Tobacco,59.86636386,49.95801634,50.79057416,6.318987745,17.8,58.7,38.25,591,26.34299141,13,28
MEDAK,Whole Year ,Tobacco,58.28725319,49.32372083,50.58423506,6.333696347,22.1,61.1,41.6,420.4,20.70928043,13,20
MEDAK,Whole Year ,Tobacco,59.18643923,48.07395108,50.81124574,6.304790806,21.6,55.7,38.65,729.2,25.09634644,20,38
MEDAK,Whole Year ,Tobacco,58.46128964,49.60052745,50.19653469,6.332227265,44.2,99.6,71.9,855.4,24.13558744,28,87
MEDAK,Whole Year ,Tobacco,59.3404822,49.96897512,50.10613363,6.580616211,42.5,80.2,61.35,1116.8,26.29788439,37,130
MEDAK,Whole Year ,Tobacco,59.15373853,48.83893776,49.86098402,6.326437049,24.4,52.1,38.25,589,22.2299201,79,150
MEDAK,Whole Year ,Tobacco,59.14110077,49.15486904,49.97661996,6.405275601,23.4,61.1,42.25,662.6,23.77295015,52,135
MEDAK,Whole Year ,Tobacco,59.82267234,47.03976542,49.48408224,6.41937051,22.6,79.5,51.05,1320.2,26.62737052,12,18
MEDAK,Rabi       ,Tobacco,59.12042297,49.13412794,49.72056442,6.656769155,25.7,62.1,43.9,1069.8,24.31777633,37,46
MEDAK,Rabi       ,Tobacco,58.78441343,49.40863501,50.78077143,6.488114851,45,75,60,758.2,23.89359721,22,43
NALGONDA,Kharif     ,Tobacco,59.09508765,46.9767992,49.50062439,6.572754009,56.2,81.6,68.9,314,27.78998734,600,700
NALGONDA,Whole Year ,Tobacco,58.99867932,47.88366731,49.61903973,6.347626846,87.1,89.4,88.25,1081.6,24.91906173,300,500
NALGONDA,Whole Year ,Tobacco,58.40486236,47.99595485,49.6515827,6.688102707,45.2,82.8,64,1525.6,24.89229594,159,237
NALGONDA,Whole Year ,Tobacco,58.31473363,48.72171087,49.91688448,6.584949093,48.9,99,73.95,938.4,20.20570035,36,
NALGONDA,Whole Year ,Tobacco,59.91964104,48.32943396,50.9207142,6.306613182,38,89.7,63.85,542.4,24.53816408,19,47
NALGONDA,Whole Year ,Tobacco,59.17258204,49.48101503,49.96643665,6.561802368,46.1,98.4,72.25,834.4,26.73900423,22,110
NALGONDA,Whole Year ,Tobacco,59.09627709,48.80347411,49.19378341,6.340656392,33.7,79.1,56.4,814.6,27.33374176,53,115
NALGONDA,Whole Year ,Tobacco,59.51008303,46.83145822,50.53203793,6.316942991,37,59,48,1231.8,21.14075735,115,157
NALGONDA,Whole Year ,Tobacco,58.84673622,49.09293627,49.60234441,6.348735898,47.1,70.9,59,798.6,21.31023454,76,150
NALGONDA,Whole Year ,Tobacco,59.59580777,49.37997101,50.5208898,6.316231723,68.7,90.8,79.75,1283.2,22.5444003,87,137
NALGONDA,Whole Year ,Tobacco,59.84871672,48.21253096,50.20385098,6.63243603,34.6,74.9,54.75,669.4,20.8953247,79,246
NALGONDA,Whole Year ,Tobacco,59.03184973,46.67244455,50.75013007,6.640846554,25.7,68.6,47.15,281.8,23.08365877,25,54
NALGONDA,Whole Year ,Tobacco,58.43023073,47.61544671,49.58905624,6.378697021,9.1,40.4,24.75,498.2,22.6770018,74,242
NALGONDA,Whole Year ,Tobacco,59.0105481,49.94463635,49.87916738,6.400517601,35.4,93.7,64.55,886,25.53284704,114,454
NALGONDA,Rabi       ,Tobacco,58.93899596,46.11883205,50.19178212,6.472985819,36,100,68,995,23.71712562,81,352
NALGONDA,Rabi       ,Tobacco,58.63764833,48.00769054,49.20259735,6.338534922,36.9,90.8,63.85,468.2,21.0942609,75,291
NIZAMABAD,Kharif     ,Tobacco,59.99300227,49.41319307,49.44195612,6.318103303,38.7,95.1,66.9,855.8,24.2734968,600,700
NIZAMABAD,Whole Year ,Tobacco,59.46674346,49.37812177,49.38748643,6.595154262,46.8,98.3,72.55,494.6,26.80921837,1100,1800
NIZAMABAD,Whole Year ,Tobacco,58.92725889,48.33945634,49.22713745,6.319131642,48,90.8,69.4,589.8,20.46234478,975,1456
NIZAMABAD,Whole Year ,Tobacco,58.5908637,46.76172791,50.46354828,6.341465158,25.1,88.8,56.95,424.8,27.19233705,527,327
NIZAMABAD,Whole Year ,Tobacco,59.45396039,47.85780569,49.92527187,6.441945643,24.4,81.5,52.95,506.5,24.90831565,492,930
NIZAMABAD,Whole Year ,Tobacco,59.87444867,47.43274642,50.79103068,6.342346112,13.2,59.9,36.55,351.6,23.18198825,366,1194
NIZAMABAD,Whole Year ,Tobacco,58.84066612,46.97152388,50.78430958,6.408590381,41.2,68.7,54.95,165,22.70608577,393,849
NIZAMABAD,Whole Year ,Tobacco,58.452579,48.5549793,49.99544754,6.611111812,56.6,86,71.3,729.2,23.31414443,28,44
NIZAMABAD,Whole Year ,Tobacco,59.33859452,48.82924557,50.68506322,6.409404846,62.7,88.2,75.45,1152.2,24.70312494,21,39
NIZAMABAD,Whole Year ,Tobacco,59.55202925,49.61616258,50.98889103,6.652088508,26.8,84.5,55.65,947.4,20.29875294,232,723
NIZAMABAD,Whole Year ,Tobacco,58.48956648,47.87031785,49.38895049,6.513127163,18.7,66.7,42.7,1284.2,27.21138368,204,719
NIZAMABAD,Whole Year ,Tobacco,59.38836077,47.73639773,50.92880038,6.403319822,13.7,77.9,45.8,888.2,24.56063252,486,1411
NIZAMABAD,Whole Year ,Tobacco,58.57853779,48.57050873,50.45279458,6.369689327,23.8,89.5,56.65,947.6,20.49230454,554,1419
NIZAMABAD,Whole Year ,Tobacco,59.22591852,48.05480056,49.47632143,6.303598887,87.4,98.9,93.15,413.8,26.18949727,1236,4922
NIZAMABAD,Rabi       ,Tobacco,58.07906486,49.85339304,49.60365268,6.661341029,59.4,89.1,74.25,1551.2,20.14212034,878,3813
NIZAMABAD,Rabi       ,Tobacco,59.34467497,48.40937915,50.61614399,6.547648244,55.8,97.4,76.6,518.2,20.41478209,945,3664
WARANGAL,Kharif     ,Tobacco,59.58828828,46.79483116,49.63586609,6.355076679,23.6,100,61.8,676.2,27.07387346,1600,2000
WARANGAL,Whole Year ,Tobacco,59.38065839,48.02707914,49.98706152,6.591872578,55.9,88.2,72.05,434.4,22.84252518,1800,2900
WARANGAL,Whole Year ,Tobacco,59.34880737,47.7618215,50.17128755,6.370396668,71.2,95.7,83.45,489.6,27.3954408,828,1236
WARANGAL,Whole Year ,Tobacco,58.94460996,48.23674968,50.2866447,6.301486924,74.9,100,87.45,266.6,24.99180665,278,455
WARANGAL,Whole Year ,Tobacco,59.50123401,46.26220104,49.17697395,6.584363334,77.9,100,88.95,1072.2,21.45902083,1122,2759
WARANGAL,Whole Year ,Tobacco,58.62078188,47.17709484,49.98984114,6.320984575,27.4,75.1,51.25,934.8,26.57176474,731,3840
WARANGAL,Whole Year ,Tobacco,58.2794356,46.87997797,50.74750684,6.442608374,26.9,46.8,36.85,1184.2,27.63704356,840,995
WARANGAL,Whole Year ,Tobacco,59.61496918,49.390058,49.2024638,6.47101346,29,82.7,55.85,757.4,27.0820883,1203,1531
WARANGAL,Whole Year ,Tobacco,58.51372252,49.98622781,49.22233922,6.414478438,35.3,60.1,47.7,717.8,26.63765877,981,1932
WARANGAL,Whole Year ,Tobacco,58.91375989,47.09136546,49.0494764,6.58145197,46.2,70.6,58.4,881.4,27.12413682,1502,3956
WARANGAL,Whole Year ,Tobacco,58.6994203,47.54480244,49.90556736,6.691823927,76.6,89.9,83.25,758.6,23.71633311,1000,
WARANGAL,Whole Year ,Tobacco,58.06375789,49.35570404,50.08418897,6.417114941,32.5,85.9,59.2,664.3,23.32872851,2393,8001
WARANGAL,Whole Year ,Tobacco,58.17682998,48.45067941,49.38048962,6.455020721,42.2,88.8,65.5,1090,26.81098888,965,1828
WARANGAL,Whole Year ,Tobacco,58.68641207,47.95415926,49.84562525,6.594152367,22.9,74.7,48.8,905.6,26.97145009,650,978
WARANGAL,Whole Year ,Tobacco,58.93803016,46.69744517,49.15756139,6.512522117,22.9,75.8,49.35,462.1,21.74037397,733,2554
WARANGAL,Rabi       ,Tobacco,58.13559679,48.42214839,49.83333307,6.528786359,15,62.6,38.8,949.2,21.27852596,330,1433
WARANGAL,Rabi       ,Tobacco,58.43356349,46.10881349,49.02306341,6.534782909,29.5,68.9,49.2,396.4,22.81622234,70,137
ADILABAD,Whole Year ,Tomato,120.5215579,79.07033589,79.6429945,6.275795448,73.4,90.7,82.05,468.2,23.63507726,1851,7948
ADILABAD,Whole Year ,Tomato,119.7993942,79.04800554,79.90473181,6.051094632,29.5,83.4,56.45,409.2,21.20169653,2192,16838
KARIMNAGAR,Whole Year ,Tomato,119.9776195,79.72733608,79.8290817,6.759233588,25.1,70.8,47.95,885,21.13238726,813,4345
KARIMNAGAR,Whole Year ,Tomato,120.7782812,79.79853778,79.79226203,6.999477411,7.5,43.9,25.7,562,24.85668729,1229,7984
KHAMMAM,Whole Year ,Tomato,119.6249293,79.76672722,79.93684065,5.929128034,40.3,97.2,68.75,324.6,21.42633986,823,3964
KHAMMAM,Whole Year ,Tomato,120.8967146,79.59270316,79.87766924,6.297690226,38.6,90.5,64.55,515,23.96635896,787,5499
MAHBUBNAGAR,Whole Year ,Tomato,119.9705427,79.04861757,79.74828703,6.52420934,35.8,68.7,52.25,1091.2,21.31991507,5518,23290
MAHBUBNAGAR,Whole Year ,Tomato,119.5544545,79.45215906,79.63963135,6.491981073,56,91.7,73.85,1139,23.01465641,5077,27974
MEDAK,Whole Year ,Tomato,119.7432441,79.07885698,79.96366226,6.111206409,53.5,91.4,72.45,577.9,22.67762002,2207,10797
MEDAK,Whole Year ,Tomato,120.9221703,79.75620029,79.6698387,6.878220303,17.8,56.9,37.35,382.2,23.07011,2615,18383
NALGONDA,Whole Year ,Tomato,119.8960963,79.57648802,79.75288213,6.398661072,48.9,99.3,74.1,859.4,22.36807202,1067,5282
NALGONDA,Whole Year ,Tomato,119.5526145,79.4675101,79.83048961,7.096285995,31.7,73,52.35,1285.6,22.48329584,1195,8576
NIZAMABAD,Whole Year ,Tomato,119.9125338,79.28102592,79.66897917,6.280358657,14.4,54.8,34.6,434.6,21.55172368,1065,5468
NIZAMABAD,Whole Year ,Tomato,119.9560831,79.96897348,79.59858073,6.845282605,40.3,72.4,56.35,391,23.8734489,1716,11319
RANGAREDDI,Whole Year ,Tomato,120.3460668,79.727167,79.74798495,6.923489412,72.7,92.3,82.5,551.2,24.72977931,10468,51786
RANGAREDDI,Whole Year ,Tomato,120.9842272,79.98427238,79.7001839,6.800493288,30.8,88.5,59.65,636.6,22.14923433,8975,72659
WARANGAL,Whole Year ,Tomato,120.0536819,79.29384473,79.76187045,6.159425572,29,81.7,55.35,396.6,23.49201313,1688,9011
WARANGAL,Whole Year ,Tomato,120.8664324,79.90210527,79.5683066,6.33048092,14.6,36.1,25.35,1184.2,24.03204873,1719,11518
ADILABAD,Whole Year ,Turmeric,14.11405331,15.3071707,15.32205103,6.322758818,19.5,35,27.25,674.8,26.13289711,7125,26933
ADILABAD,Whole Year ,Turmeric,14.03945186,15.40729828,14.85635796,6.093749156,42.2,66.3,54.25,438,20.28936691,7118,21076
ADILABAD,Whole Year ,Turmeric,14.51412137,15.48322282,14.13902122,6.583833213,80.2,92.8,86.5,389,27.84499671,6250,26538
ADILABAD,Whole Year ,Turmeric,14.70279913,14.76926072,14.23740336,6.193240924,24.2,80.9,52.55,444.8,27.7295111,6394,24815
ADILABAD,Whole Year ,Turmeric,14.38233204,14.90868543,14.72690584,6.416394985,30.7,64.9,47.8,651.6,33.33423062,6407,28735
ADILABAD,Whole Year ,Turmeric,14.6050572,14.87589662,15.15735637,6.342640265,21.4,88.4,54.9,502.2,23.4174577,6571,33893
